"tiebreak","breakpoint","before_breakpoint","set_up","set_down","serving","returning","serving_match","returning_match","tournament","p_iid","p_noniid","server_win","server_rank","return_win","return_rank"
TRUE,FALSE,FALSE,1,0,"Aleksandr Nedovesov","Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Wimbledon",0.638594326373528,0.647232202164308,0,102,1,47
TRUE,FALSE,FALSE,0,1,"Aleksandr Nedovesov","Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Wimbledon",0.638594326373528,0.647314018094641,0,102,1,47
TRUE,TRUE,FALSE,0,0,"Aleksandr Nedovesov","Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Wimbledon",0.638594326373528,0.627810901157921,0,102,1,47
TRUE,TRUE,FALSE,0,1,"Aleksandr Nedovesov","Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Wimbledon",0.638594326373528,0.636636631952777,0,102,1,47
FALSE,FALSE,FALSE,0,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.679600177916231,1,47,0,102
FALSE,FALSE,TRUE,0,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.671716428722346,1,47,0,102
FALSE,TRUE,FALSE,0,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.674424860948254,1,47,0,102
FALSE,FALSE,FALSE,0,1,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.680032194719681,1,47,0,102
FALSE,FALSE,TRUE,0,1,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.672153947605641,1,47,0,102
FALSE,FALSE,FALSE,1,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.683792785396833,1,47,0,102
FALSE,FALSE,TRUE,1,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.675963010630689,1,47,0,102
FALSE,TRUE,FALSE,0,1,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.674860517404264,1,47,0,102
FALSE,TRUE,FALSE,1,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.678653168219067,1,47,0,102
TRUE,FALSE,FALSE,0,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.673321923979238,1,47,0,102
TRUE,FALSE,FALSE,1,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.677557706979635,1,47,0,102
TRUE,FALSE,FALSE,0,1,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.673758342370134,1,47,0,102
TRUE,TRUE,FALSE,0,0,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.668094723614205,1,47,0,102
TRUE,TRUE,FALSE,0,1,"Yen-Hsun Lu","Aleksandr Nedovesov","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Yen-Hsun Lu","Gentlemen'sWimbledonSingles.:Aleksandr Nedovesov:Yen-Hsun Lu:2014 Aleksandr Nedovesov","Wimbledon",0.677476086042402,0.668534687471957,1,47,0,102
FALSE,FALSE,FALSE,0,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.71059860286737,1,19,0,65
FALSE,FALSE,TRUE,0,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.702515943871501,1,19,0,65
FALSE,TRUE,FALSE,0,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.69686216475342,1,19,0,65
FALSE,FALSE,FALSE,0,1,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.712781616439711,1,19,0,65
FALSE,FALSE,TRUE,0,1,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.70473459290336,1,19,0,65
FALSE,FALSE,FALSE,1,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.714319704969704,1,19,0,65
FALSE,FALSE,TRUE,1,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.706298017805966,1,19,0,65
FALSE,TRUE,FALSE,0,1,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.699104919711898,1,19,0,65
FALSE,TRUE,FALSE,1,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.700685493160888,1,19,0,65
TRUE,FALSE,FALSE,0,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.707714363046627,1,19,0,65
TRUE,FALSE,FALSE,1,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.711457491784131,1,19,0,65
TRUE,FALSE,FALSE,0,1,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.709910251344413,1,19,0,65
TRUE,TRUE,FALSE,0,0,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.693899996211116,1,19,0,65
TRUE,TRUE,FALSE,0,1,"Alexandr Dolgopolov","Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Wimbledon",0.70949490415971,0.696155111105011,1,19,0,65
FALSE,FALSE,FALSE,0,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.649461314658321,0,65,1,19
FALSE,FALSE,TRUE,0,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.646561736515316,0,65,1,19
FALSE,TRUE,FALSE,0,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.634410127247437,0,65,1,19
FALSE,FALSE,FALSE,0,1,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.657932575657571,0,65,1,19
FALSE,FALSE,TRUE,0,1,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.655065853892362,0,65,1,19
FALSE,FALSE,FALSE,1,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.654056308975859,0,65,1,19
FALSE,FALSE,TRUE,1,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.651174325093409,0,65,1,19
FALSE,TRUE,FALSE,0,1,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.643045207574435,0,65,1,19
FALSE,TRUE,FALSE,1,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.63909278000601,0,65,1,19
TRUE,FALSE,FALSE,0,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.641475313685236,0,65,1,19
TRUE,FALSE,FALSE,1,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.646117950998597,0,65,1,19
TRUE,FALSE,FALSE,0,1,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.650035572735015,0,65,1,19
TRUE,TRUE,FALSE,0,0,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.626278543353327,0,65,1,19
TRUE,TRUE,FALSE,0,1,"Benjamin Becker","Alexandr Dolgopolov","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Benjamin Becker","Gentlemen'sWimbledonSingles.:Alexandr Dolgopolov:Benjamin Becker:2014 Alexandr Dolgopolov","Wimbledon",0.644678659633143,0.634995184845198,0,65,1,19
FALSE,FALSE,FALSE,0,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.587099332364961,0,95,1,29
FALSE,FALSE,TRUE,0,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.591510124784586,0,95,1,29
FALSE,TRUE,FALSE,0,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.583102759862871,0,95,1,29
FALSE,FALSE,FALSE,0,1,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.594784907330868,0,95,1,29
FALSE,FALSE,TRUE,0,1,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.599169651632127,0,95,1,29
FALSE,FALSE,FALSE,1,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.595821786789391,0,95,1,29
FALSE,FALSE,TRUE,1,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.600202852899109,0,95,1,29
FALSE,TRUE,FALSE,0,1,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.590810877623675,0,95,1,29
FALSE,TRUE,FALSE,1,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.591850947950715,0,95,1,29
TRUE,FALSE,FALSE,0,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.57492213669591,0,95,1,29
TRUE,FALSE,FALSE,1,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.583719436398893,0,95,1,29
TRUE,FALSE,FALSE,0,1,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.58267325582839,0,95,1,29
TRUE,TRUE,FALSE,0,0,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.570893845438026,0,95,1,29
TRUE,TRUE,FALSE,0,1,"Andreas Haider-Maurer","Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Wimbledon",0.579170814176375,0.578664587391097,0,95,1,29
FALSE,FALSE,FALSE,0,0,"Marin Cilic","Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Wimbledon",0.714576422887999,0.715380517933211,1,29,0,95
FALSE,FALSE,TRUE,0,0,"Marin Cilic","Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Wimbledon",0.714576422887999,0.714343334557974,1,29,0,95
FALSE,TRUE,FALSE,0,0,"Marin Cilic","Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Wimbledon",0.714576422887999,0.709814532689825,1,29,0,95
FALSE,FALSE,FALSE,0,1,"Marin Cilic","Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Wimbledon",0.714576422887999,0.712886480377453,1,29,0,95
FALSE,FALSE,TRUE,0,1,"Marin Cilic","Andreas Haider-Maurer","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Marin Cilic","Gentlemen'sWimbledonSingles.:Andreas Haider-Maurer:Marin Cilic:2014 Andreas Haider-Maurer","Wimbledon",0.714576422887999,0.711843869339667,1,29,0,95
